confidence,radius,position,id
0.6613620097123466,120,"(720, 495)",200002_034
0.6661255034044352,120,"(570, 345)",200002_034
0.6671803078082735,120,"(720, 570)",200002_034
0.6673516683498002,120,"(420, 570)",200002_034
0.6689742379416111,120,"(645, 420)",200002_034
0.673757492655332,120,"(345, 570)",200002_034
0.6756215290624824,120,"(270, 420)",200002_034
0.6756288588647554,120,"(495, 570)",200002_034
0.6784077460168508,120,"(570, 420)",200002_034
0.6791657958701098,120,"(495, 495)",200002_034
0.6797050763209417,120,"(645, 495)",200002_034
0.6820281268987735,120,"(570, 495)",200002_034
0.6863582736017138,120,"(420, 495)",200002_034
0.6870381777183961,120,"(645, 570)",200002_034
0.6888004710358624,120,"(270, 495)",200002_034
0.6948130747189469,120,"(570, 570)",200002_034
0.695444966036862,120,"(345, 495)",200002_034
0.3873175620505538,120,"(1095, 420)",200002_035
0.41994150681650055,120,"(1095, 495)",200002_035
0.4242580989620089,120,"(1095, 120)",200002_035
0.4506575388887082,120,"(1095, 345)",200002_035
0.4753185058927919,120,"(1020, 120)",200002_035
0.5110899858749844,120,"(1095, 195)",200002_035
0.5198942811314038,120,"(1095, 570)",200002_035
0.5330738339335435,120,"(945, 120)",200002_035
0.5333941625029501,120,"(1095, 270)",200002_035
0.5359126643411894,120,"(1020, 420)",200002_035
0.5421998929536089,120,"(1020, 195)",200002_035
0.5521982270836353,120,"(1020, 495)",200002_035
0.5582857337015977,120,"(1020, 345)",200002_035
0.5673435980851343,120,"(1020, 270)",200002_035
0.5704492845305329,120,"(945, 195)",200002_035
0.5725981071097139,120,"(870, 120)",200002_035
0.5855960521970379,120,"(945, 270)",200002_035
0.5870730962448723,120,"(1020, 570)",200002_035
0.589472403422252,120,"(795, 120)",200002_035
0.5896753986780979,120,"(870, 195)",200002_035
0.5903196013893266,120,"(120, 120)",200002_035
0.5955267696492319,120,"(945, 345)",200002_035
0.5985511506323349,120,"(195, 120)",200002_035
0.6018653785408333,120,"(720, 120)",200002_035
0.6025125702114618,120,"(870, 270)",200002_035
0.6026735976955152,120,"(945, 420)",200002_035
0.604633009288818,120,"(795, 195)",200002_035
0.6091842974394946,120,"(945, 495)",200002_035
0.6126172891985612,120,"(645, 120)",200002_035
0.6133695321509957,120,"(945, 570)",200002_035
0.6136540866260465,120,"(870, 345)",200002_035
0.6153766605274263,120,"(270, 120)",200002_035
0.6182265325145986,120,"(720, 195)",200002_035
0.6185838265366292,120,"(795, 270)",200002_035
0.6208100529674266,120,"(570, 120)",200002_035
0.621289055686892,120,"(120, 195)",200002_035
0.6228452282593793,120,"(870, 420)",200002_035
0.6260965880607648,120,"(495, 120)",200002_035
0.6285389564662989,120,"(195, 195)",200002_035
0.6297131185890781,120,"(870, 495)",200002_035
0.6297970376941453,120,"(345, 120)",200002_035
0.6300494132481546,120,"(645, 195)",200002_035
0.6304701514922258,120,"(420, 120)",200002_035
0.6309707259955699,120,"(795, 345)",200002_035
0.6335196816307964,120,"(720, 270)",200002_035
0.633780971886259,120,"(870, 570)",200002_035
0.6362224886469037,120,"(570, 195)",200002_035
0.6395770010093962,120,"(270, 195)",200002_035
0.6413552634543238,120,"(795, 420)",200002_035
0.641480911074208,120,"(495, 195)",200002_035
0.6441880541663594,120,"(570, 270)",200002_035
0.6446397500202912,120,"(645, 270)",200002_035
0.6473567696129967,120,"(720, 345)",200002_035
0.647921368391446,120,"(420, 195)",200002_035
0.6486133603676456,120,"(120, 270)",200002_035
0.6492369447161153,120,"(795, 495)",200002_035
0.6492925549017553,120,"(345, 195)",200002_035
0.6496342784435659,120,"(495, 270)",200002_035
0.6538990960949708,120,"(795, 570)",200002_035
0.6580232292201699,120,"(645, 345)",200002_035
0.6584808116204743,120,"(195, 270)",200002_035
0.6592137060687417,120,"(720, 420)",200002_035
0.6606706428644548,120,"(420, 270)",200002_035
0.6615473542538355,120,"(570, 345)",200002_035
0.6623704477846429,120,"(720, 570)",200002_035
0.6660431971716075,120,"(270, 270)",200002_035
0.6668894192767927,120,"(720, 495)",200002_035
0.6674160493930592,120,"(120, 345)",200002_035
0.6692643369620892,120,"(495, 345)",200002_035
0.670411802447113,120,"(345, 270)",200002_035
0.6732987371703433,120,"(645, 570)",200002_035
0.6747893746776862,120,"(645, 420)",200002_035
0.6777879388551001,120,"(120, 570)",200002_035
0.6794368241204279,120,"(420, 345)",200002_035
0.6794551948361913,120,"(570, 570)",200002_035
0.6797996850926685,120,"(645, 495)",200002_035
0.6799293514297422,120,"(120, 495)",200002_035
0.6816074676177019,120,"(195, 345)",200002_035
0.6816965320827287,120,"(570, 420)",200002_035
0.683539269558282,120,"(120, 420)",200002_035
0.6855913341652763,120,"(495, 570)",200002_035
0.6878211292077794,120,"(495, 420)",200002_035
0.6897387626408783,120,"(270, 345)",200002_035
0.6913135175427029,120,"(570, 495)",200002_035
0.691761091628299,120,"(345, 345)",200002_035
0.6966675344454487,120,"(495, 495)",200002_035
0.6979807770907388,120,"(420, 570)",200002_035
0.6990790685053487,120,"(195, 420)",200002_035
0.7027242580384339,120,"(420, 420)",200002_035
0.7034096973086572,120,"(420, 495)",200002_035
0.707909527007576,120,"(195, 495)",200002_035
0.7086047266528598,120,"(270, 420)",200002_035
0.7125036767881407,120,"(345, 420)",200002_035
0.7134866855616439,120,"(195, 570)",200002_035
0.7194563900274621,120,"(345, 570)",200002_035
0.7246187590814672,120,"(270, 495)",200002_035
0.7247486157680771,120,"(345, 495)",200002_035
0.7329114681042571,120,"(270, 570)",200002_035
0.0,120,"(645, 420)",200002_036
0.0,120,"(720, 420)",200002_036
0.0,120,"(795, 420)",200002_036
0.0,120,"(570, 495)",200002_036
0.0,120,"(645, 495)",200002_036
0.0,120,"(720, 495)",200002_036
0.0,120,"(795, 495)",200002_036
0.0,120,"(870, 495)",200002_036
0.0,120,"(495, 570)",200002_036
0.0,120,"(570, 570)",200002_036
0.0,120,"(645, 570)",200002_036
0.0,120,"(720, 570)",200002_036
0.0,120,"(795, 570)",200002_036
0.0,120,"(870, 570)",200002_036
0.4361183954587114,120,"(1095, 195)",200002_036
0.47272689567176945,120,"(1095, 120)",200002_036
0.4808874114553926,120,"(1095, 270)",200002_036
0.5036866616685952,120,"(1095, 570)",200002_036
0.505414623548349,120,"(1020, 195)",200002_036
0.5145486177511591,120,"(120, 420)",200002_036
0.5163794214847965,120,"(1020, 570)",200002_036
0.5378583225741345,120,"(1020, 120)",200002_036
0.5519817900001371,120,"(1020, 270)",200002_036
0.5624471107838376,120,"(945, 570)",200002_036
0.5725211540834924,120,"(120, 495)",200002_036
0.5810960891493849,120,"(120, 345)",200002_036
0.5882331642392766,120,"(1095, 345)",200002_036
0.6084750420125292,120,"(1095, 495)",200002_036
0.6175850266244624,120,"(945, 195)",200002_036
0.6180480695968091,120,"(1020, 495)",200002_036
0.6196108757795393,120,"(1020, 345)",200002_036
0.6218711322876687,120,"(1095, 420)",200002_036
0.6236417754371768,120,"(945, 120)",200002_036
0.6264003358466624,120,"(195, 420)",200002_036
0.6320546582116375,120,"(945, 270)",200002_036
0.6326406768088597,120,"(1020, 420)",200002_036
0.6334666883976171,120,"(945, 495)",200002_036
0.6424276251450101,120,"(945, 345)",200002_036
0.643742090815207,120,"(945, 420)",200002_036
0.6450545376061341,120,"(870, 120)",200002_036
0.6494049710238431,120,"(870, 195)",200002_036
0.6527484353001195,120,"(870, 270)",200002_036
0.6548161248186064,120,"(870, 345)",200002_036
0.6555644734158658,120,"(870, 420)",200002_036
0.6563461158580427,120,"(795, 120)",200002_036
0.6590813843723785,120,"(195, 495)",200002_036
0.6614654107093232,120,"(795, 195)",200002_036
0.6650478923509213,120,"(195, 345)",200002_036
0.6654459493394421,120,"(795, 270)",200002_036
0.6677576279708791,120,"(720, 120)",200002_036
0.6679876067785719,120,"(795, 345)",200002_036
0.6739079001829861,120,"(720, 195)",200002_036
0.6789914035509645,120,"(720, 270)",200002_036
0.679047537444694,120,"(645, 120)",200002_036
0.6826220244306122,120,"(720, 345)",200002_036
0.6865085950677995,120,"(645, 195)",200002_036
0.6898342718034054,120,"(570, 120)",200002_036
0.6926507382643018,120,"(120, 270)",200002_036
0.6931559229224211,120,"(645, 270)",200002_036
0.6971534452744763,120,"(120, 570)",200002_036
0.6986369616357924,120,"(645, 345)",200002_036
0.6987762015067465,120,"(570, 195)",200002_036
0.6996388382281816,120,"(495, 120)",200002_036
0.7073093561120537,120,"(570, 270)",200002_036
0.7079684330163865,120,"(420, 120)",200002_036
0.7100381780979074,120,"(495, 195)",200002_036
0.7144181139603262,120,"(345, 120)",200002_036
0.7152302348167333,120,"(570, 345)",200002_036
0.7187520076746273,120,"(270, 120)",200002_036
0.7195776231064711,120,"(420, 195)",200002_036
0.7204831193602388,120,"(495, 270)",200002_036
0.7209322071930062,120,"(195, 120)",200002_036
0.7210897160867376,120,"(120, 120)",200002_036
0.7222167885087001,120,"(570, 420)",200002_036
0.7268091707690593,120,"(345, 195)",200002_036
0.7309727418376137,120,"(495, 345)",200002_036
0.7311474242017684,120,"(195, 270)",200002_036
0.7312931987825286,120,"(120, 195)",200002_036
0.7314217179270822,120,"(270, 195)",200002_036
0.7315992611981693,120,"(420, 270)",200002_036
0.7333534720562782,120,"(195, 195)",200002_036
0.7354827924330583,120,"(270, 420)",200002_036
0.7397780078134848,120,"(345, 270)",200002_036
0.741453043316296,120,"(495, 420)",200002_036
0.743068229316183,120,"(270, 345)",200002_036
0.7441587748081511,120,"(270, 270)",200002_036
0.7442018380584,120,"(420, 345)",200002_036
0.7509022879990043,120,"(495, 495)",200002_036
0.751445311951023,120,"(195, 570)",200002_036
0.7534403457544631,120,"(345, 345)",200002_036
0.7576042260901227,120,"(420, 420)",200002_036
0.7618388129965459,120,"(270, 495)",200002_036
0.767267058205797,120,"(345, 420)",200002_036
0.7719624764626017,120,"(420, 495)",200002_036
0.7838823418980415,120,"(345, 495)",200002_036
0.784806456623155,120,"(420, 570)",200002_036
0.797690063189203,120,"(270, 570)",200002_036
0.802326173926613,120,"(345, 570)",200002_036
0.0,120,"(345, 495)",200002_037
0.0,120,"(420, 495)",200002_037
0.0,120,"(495, 495)",200002_037
0.0,120,"(1020, 495)",200002_037
0.0,120,"(1095, 495)",200002_037
0.0,120,"(270, 570)",200002_037
0.0,120,"(345, 570)",200002_037
0.0,120,"(420, 570)",200002_037
0.0,120,"(495, 570)",200002_037
0.0,120,"(570, 570)",200002_037
0.0,120,"(945, 570)",200002_037
0.0,120,"(1020, 570)",200002_037
0.0,120,"(1095, 570)",200002_037
0.4669144181565111,120,"(1095, 270)",200002_037
0.48658618835625483,120,"(1095, 345)",200002_037
0.5151400728033201,120,"(120, 345)",200002_037
0.5282708019432583,120,"(120, 420)",200002_037
0.5310532096192646,120,"(1095, 195)",200002_037
0.5615768322329708,120,"(1020, 270)",200002_037
0.5659593195483571,120,"(1095, 420)",200002_037
0.5806173509890263,120,"(1020, 345)",200002_037
0.5835746820710744,120,"(120, 270)",200002_037
0.595294685273486,120,"(1020, 195)",200002_037
0.6001496359973367,120,"(1095, 120)",200002_037
0.6263890168601517,120,"(120, 495)",200002_037
0.6266258186827838,120,"(1020, 420)",200002_037
0.6312622385028376,120,"(1020, 120)",200002_037
0.6500470933683852,120,"(945, 120)",200002_037
0.6514449612159199,120,"(945, 270)",200002_037
0.6525642565444474,120,"(945, 195)",200002_037
0.6554608174644363,120,"(945, 345)",200002_037
0.6599314057730211,120,"(195, 345)",200002_037
0.6605012206139278,120,"(945, 495)",200002_037
0.6606344452669061,120,"(945, 420)",200002_037
0.6625824023815444,120,"(870, 570)",200002_037
0.6630077208625437,120,"(870, 120)",200002_037
0.6683405273066605,120,"(870, 195)",200002_037
0.6727515540506339,120,"(870, 270)",200002_037
0.6757311488051339,120,"(795, 120)",200002_037
0.6760633018360752,120,"(870, 345)",200002_037
0.6781106190104106,120,"(870, 420)",200002_037
0.6787335343636229,120,"(870, 495)",200002_037
0.6821517959223339,120,"(795, 195)",200002_037
0.685357713026251,120,"(195, 420)",200002_037
0.687750724570803,120,"(795, 270)",200002_037
0.6880165777142357,120,"(720, 120)",200002_037
0.6892327625426344,120,"(120, 195)",200002_037
0.6923245695446737,120,"(795, 345)",200002_037
0.6948412475208846,120,"(795, 570)",200002_037
0.6956215247856247,120,"(720, 195)",200002_037
0.6956552674939634,120,"(795, 420)",200002_037
0.6975573662998588,120,"(795, 495)",200002_037
0.6995625278974262,120,"(645, 120)",200002_037
0.7008882079271853,120,"(195, 270)",200002_037
0.7025446869524291,120,"(720, 270)",200002_037
0.7050303606372407,120,"(645, 570)",200002_037
0.7083976549697567,120,"(645, 195)",200002_037
0.7085517610893299,120,"(720, 345)",200002_037
0.7085822982428289,120,"(720, 570)",200002_037
0.7100325682255197,120,"(570, 120)",200002_037
0.7133416585953951,120,"(720, 420)",200002_037
0.7160124829179008,120,"(720, 495)",200002_037
0.7167402565146541,120,"(645, 270)",200002_037
0.7190767343299856,120,"(495, 120)",200002_037
0.7200688207613227,120,"(570, 195)",200002_037
0.7243405726750328,120,"(645, 345)",200002_037
0.7263709619732467,120,"(420, 120)",200002_037
0.729367111418342,120,"(645, 495)",200002_037
0.7298527593959626,120,"(570, 270)",200002_037
0.7301794197546826,120,"(495, 195)",200002_037
0.7307935627424861,120,"(645, 420)",200002_037
0.7316714792423825,120,"(345, 120)",200002_037
0.7318176209637661,120,"(120, 570)",200002_037
0.7319837810997437,120,"(120, 120)",200002_037
0.7348651443414255,120,"(270, 120)",200002_037
0.7359515901336157,120,"(195, 120)",200002_037
0.7382797056283477,120,"(420, 195)",200002_037
0.7391660218695095,120,"(570, 345)",200002_037
0.7412937103399151,120,"(495, 270)",200002_037
0.7414017171770777,120,"(195, 195)",200002_037
0.7440172262269071,120,"(345, 195)",200002_037
0.7470830163671509,120,"(570, 495)",200002_037
0.7472203080759496,120,"(270, 195)",200002_037
0.7475677836374741,120,"(570, 420)",200002_037
0.7486359866726773,120,"(195, 495)",200002_037
0.750418481346216,120,"(420, 270)",200002_037
0.7522992359262628,120,"(495, 345)",200002_037
0.7566808685368136,120,"(345, 270)",200002_037
0.7574140349562011,120,"(270, 270)",200002_037
0.7581145420016943,120,"(270, 345)",200002_037
0.762793077101773,120,"(420, 345)",200002_037
0.7628621453270833,120,"(495, 420)",200002_037
0.7696575315541562,120,"(345, 345)",200002_037
0.7718749443396337,120,"(270, 420)",200002_037
0.7753551888750863,120,"(420, 420)",200002_037
0.7831535291210838,120,"(345, 420)",200002_037
0.7931037539980896,120,"(195, 570)",200002_037
0.7966305802517794,120,"(270, 495)",200002_037
0.30499029724842397,120,"(1095, 120)",200002_038
0.36186887003268714,120,"(1095, 570)",200002_038
0.37460936902033365,120,"(1095, 195)",200002_038
0.38302522909696735,120,"(120, 120)",200002_038
0.39555249295184153,120,"(1020, 120)",200002_038
0.4161555498212309,120,"(120, 195)",200002_038
0.41992423902528925,120,"(1095, 495)",200002_038
0.45681685477273953,120,"(1020, 195)",200002_038
0.4649110150808837,120,"(1020, 570)",200002_038
0.4804714977814921,120,"(195, 120)",200002_038
0.48274081336150476,120,"(1095, 270)",200002_038
0.48635343228614375,120,"(945, 120)",200002_038
0.4911477432104864,120,"(1020, 495)",200002_038
0.49356061212883945,120,"(1095, 420)",200002_038
0.5131653782319969,120,"(120, 270)",200002_038
0.5264500192674718,120,"(420, 345)",200002_038
0.53344706054715,120,"(945, 195)",200002_038
0.5388488711506348,120,"(345, 345)",200002_038
0.5395599725418397,120,"(420, 270)",200002_038
0.5398619310776204,120,"(195, 195)",200002_038
0.5400678732782536,120,"(1095, 345)",200002_038
0.5420010173556724,120,"(345, 270)",200002_038
0.5420933542950891,120,"(1020, 270)",200002_038
0.5423466849556468,120,"(1020, 420)",200002_038
0.5525556627124484,120,"(870, 120)",200002_038
0.565496024749273,120,"(1020, 345)",200002_038
0.5720623688237798,120,"(945, 270)",200002_038
0.5767980994165456,120,"(870, 195)",200002_038
0.5785132993283878,120,"(945, 570)",200002_038
0.5793368110803379,120,"(945, 345)",200002_038
0.5800108501011162,120,"(795, 120)",200002_038
0.5801264912600391,120,"(870, 270)",200002_038
0.5803059818063571,120,"(495, 345)",200002_038
0.5804017376459505,120,"(270, 120)",200002_038
0.58213190998174,120,"(945, 495)",200002_038
0.5833880958583888,120,"(420, 195)",200002_038
0.5853169053120688,120,"(495, 270)",200002_038
0.5867042715673387,120,"(945, 420)",200002_038
0.5874817160896977,120,"(345, 195)",200002_038
0.5885572765229692,120,"(870, 345)",200002_038
0.5905963165130875,120,"(270, 270)",200002_038
0.5922769187518603,120,"(795, 270)",200002_038
0.5924565127874595,120,"(720, 120)",200002_038
0.592619776167655,120,"(420, 420)",200002_038
0.5928952282129523,120,"(795, 195)",200002_038
0.5934657076217069,120,"(795, 345)",200002_038
0.59548437229985,120,"(270, 195)",200002_038
0.5979992849836867,120,"(720, 345)",200002_038
0.5992432460164046,120,"(345, 420)",200002_038
0.5993403966488605,120,"(720, 420)",200002_038
0.5999178697120275,120,"(795, 420)",200002_038
0.6011666606448453,120,"(870, 420)",200002_038
0.6032084234451873,120,"(645, 120)",200002_038
0.6037510011979973,120,"(420, 120)",200002_038
0.6052493604466176,120,"(195, 270)",200002_038
0.6074835218444764,120,"(720, 195)",200002_038
0.6077473686028266,120,"(345, 120)",200002_038
0.6078783538671095,120,"(270, 345)",200002_038
0.6088774310674561,120,"(645, 345)",200002_038
0.6099155472505278,120,"(720, 270)",200002_038
0.6100315302393143,120,"(495, 195)",200002_038
0.6118058880677123,120,"(570, 120)",200002_038
0.6125772078278172,120,"(495, 120)",200002_038
0.6128188087969242,120,"(645, 420)",200002_038
0.6163169221787163,120,"(495, 420)",200002_038
0.6175305061822257,120,"(570, 345)",200002_038
0.6188749790330359,120,"(870, 495)",200002_038
0.620068409386711,120,"(570, 420)",200002_038
0.6205679395534225,120,"(645, 195)",200002_038
0.6238233919616085,120,"(720, 495)",200002_038
0.6243376225618821,120,"(870, 570)",200002_038
0.6251755993365997,120,"(120, 345)",200002_038
0.6286666857407448,120,"(570, 195)",200002_038
0.6305809593576683,120,"(645, 270)",200002_038
0.6307076165294475,120,"(795, 495)",200002_038
0.6353555111999988,120,"(645, 495)",200002_038
0.6369626798070839,120,"(570, 270)",200002_038
0.6410941124327593,120,"(270, 420)",200002_038
0.6428261249807392,120,"(795, 570)",200002_038
0.6462325769217239,120,"(195, 345)",200002_038
0.6517744213854938,120,"(720, 570)",200002_038
0.658983167287518,120,"(570, 495)",200002_038
0.6650965613201006,120,"(195, 570)",200002_038
0.666276207346381,120,"(645, 570)",200002_038
0.6676836787613073,120,"(270, 495)",200002_038
0.6712213636388588,120,"(495, 495)",200002_038
0.6714674022557421,120,"(195, 420)",200002_038
0.6719633331360836,120,"(420, 495)",200002_038
0.6730311649989464,120,"(345, 495)",200002_038
0.6731309992454189,120,"(195, 495)",200002_038
0.6745074345834943,120,"(120, 420)",200002_038
0.6783896136172924,120,"(270, 570)",200002_038
0.6822949363840821,120,"(120, 570)",200002_038
0.6850717447437478,120,"(345, 570)",200002_038
0.6860468825576918,120,"(120, 495)",200002_038
0.69361847644021,120,"(570, 570)",200002_038
0.7001934881254418,120,"(495, 570)",200002_038
0.7096947369365603,120,"(420, 570)",200002_038
0.47077029094635203,120,"(945, 120)",200002_039
0.47455679865698114,120,"(1020, 120)",200002_039
0.49036471692922634,120,"(1095, 120)",200002_039
0.5035700597312127,120,"(870, 120)",200002_039
0.5282960315098104,120,"(1020, 570)",200002_039
0.5287668468991435,120,"(1095, 195)",200002_039
0.5389001844896756,120,"(1020, 195)",200002_039
0.5400645695973361,120,"(1095, 570)",200002_039
0.5405921788556679,120,"(1095, 270)",200002_039
0.5422665328968906,120,"(945, 195)",200002_039
0.5490042152871861,120,"(1095, 345)",200002_039
0.5553500742475602,120,"(1095, 420)",200002_039
0.5559940191321094,120,"(945, 570)",200002_039
0.5584854686866411,120,"(1095, 495)",200002_039
0.5586313732820131,120,"(1020, 270)",200002_039
0.56781474583358,120,"(1020, 345)",200002_039
0.5693900089412304,120,"(870, 195)",200002_039
0.5695268042877438,120,"(795, 120)",200002_039
0.5752304887237206,120,"(1020, 420)",200002_039
0.5761110417257927,120,"(945, 270)",200002_039
0.5795499922709445,120,"(1020, 495)",200002_039
0.5862693611488919,120,"(945, 345)",200002_039
0.5922015683450546,120,"(270, 120)",200002_039
0.5924433018869546,120,"(720, 120)",200002_039
0.5930894533291968,120,"(870, 270)",200002_039
0.5944871563302097,120,"(945, 420)",200002_039
0.5947170321971613,120,"(795, 195)",200002_039
0.5947548371368193,120,"(195, 120)",200002_039
0.5995886586793747,120,"(945, 495)",200002_039
0.6032084234451873,120,"(645, 120)",200002_039
0.6042171867176641,120,"(870, 345)",200002_039
0.6050430979907447,120,"(120, 120)",200002_039
0.6088173026812896,120,"(720, 195)",200002_039
0.6088225314060035,120,"(795, 270)",200002_039
0.6099046982530114,120,"(345, 120)",200002_039
0.6119723246095077,120,"(570, 120)",200002_039
0.613153763101679,120,"(870, 570)",200002_039
0.6131832229282185,120,"(870, 420)",200002_039
0.6166197351792576,120,"(795, 345)",200002_039
0.6170117597574332,120,"(645, 495)",200002_039
0.6180633282517374,120,"(645, 420)",200002_039
0.6183905761756356,120,"(495, 120)",200002_039
0.6201789573265839,120,"(870, 495)",200002_039
0.6205765031193152,120,"(720, 420)",200002_039
0.6207866475716255,120,"(645, 195)",200002_039
0.6212074344286398,120,"(720, 270)",200002_039
0.6218149372990874,120,"(795, 420)",200002_039
0.6219824599862706,120,"(420, 120)",200002_039
0.6221004096740905,120,"(720, 495)",200002_039
0.6226959192265847,120,"(720, 345)",200002_039
0.6235256333290995,120,"(120, 420)",200002_039
0.6265121984483683,120,"(120, 195)",200002_039
0.6299210039002329,120,"(195, 195)",200002_039
0.6303314700203765,120,"(120, 495)",200002_039
0.6305157951698113,120,"(195, 420)",200002_039
0.6306951310938768,120,"(570, 195)",200002_039
0.6307839172815769,120,"(795, 495)",200002_039
0.6314854580576221,120,"(570, 495)",200002_039
0.6330329385038416,120,"(645, 345)",200002_039
0.6342055311466187,120,"(645, 270)",200002_039
0.6342909764419729,120,"(270, 195)",200002_039
0.6352716202306147,120,"(120, 570)",200002_039
0.6356723552942272,120,"(570, 420)",200002_039
0.6380586116949584,120,"(495, 195)",200002_039
0.6386987115016156,120,"(195, 495)",200002_039
0.6412147071876434,120,"(795, 570)",200002_039
0.6415991297800994,120,"(345, 195)",200002_039
0.6420109937866764,120,"(720, 570)",200002_039
0.642416531782981,120,"(420, 195)",200002_039
0.6426537649465147,120,"(645, 570)",200002_039
0.6445915773694165,120,"(120, 270)",200002_039
0.6480862580323052,120,"(570, 270)",200002_039
0.6517032049322473,120,"(570, 345)",200002_039
0.6527042553609859,120,"(120, 345)",200002_039
0.6537501315963857,120,"(270, 495)",200002_039
0.6542736079124015,120,"(195, 270)",200002_039
0.6547041076161351,120,"(195, 570)",200002_039
0.6559948602693164,120,"(195, 345)",200002_039
0.6564992267633772,120,"(570, 570)",200002_039
0.6573908974396846,120,"(495, 270)",200002_039
0.6608769549028574,120,"(270, 270)",200002_039
0.6612250802656924,120,"(270, 420)",200002_039
0.6626243998194561,120,"(420, 270)",200002_039
0.6638580515454013,120,"(345, 270)",200002_039
0.6642177749988001,120,"(495, 420)",200002_039
0.6687159215592249,120,"(495, 495)",200002_039
0.6698105608876942,120,"(495, 345)",200002_039
0.6723144170574744,120,"(270, 345)",200002_039
0.6805810233338524,120,"(420, 345)",200002_039
0.6835290882596768,120,"(345, 345)",200002_039
0.6890947696308046,120,"(420, 420)",200002_039
0.6907695910718872,120,"(495, 570)",200002_039
0.691737252143675,120,"(270, 570)",200002_039
0.6922984366484315,120,"(345, 420)",200002_039
0.6934047286785592,120,"(420, 495)",200002_039
0.6934532927571828,120,"(345, 495)",200002_039
0.7095002142283369,120,"(420, 570)",200002_039
0.7219946513126813,120,"(345, 570)",200002_039
0.5194915798462031,120,"(1095, 120)",200002_040
0.530034105130658,120,"(1095, 195)",200002_040
0.5348749796221558,120,"(1095, 270)",200002_040
0.5358633347473984,120,"(1020, 120)",200002_040
0.538435754940272,120,"(1095, 345)",200002_040
0.5463637191379764,120,"(1020, 195)",200002_040
0.5482296589324545,120,"(1095, 420)",200002_040
0.5515338308982694,120,"(945, 120)",200002_040
0.5527333550788702,120,"(1095, 570)",200002_040
0.5537469288830905,120,"(1020, 270)",200002_040
0.5548502865681512,120,"(1095, 495)",200002_040
0.5611493089372249,120,"(120, 120)",200002_040
0.5625980567626871,120,"(945, 195)",200002_040
0.5627582996709958,120,"(1020, 345)",200002_040
0.5663368164187885,120,"(870, 120)",200002_040
0.5701007482349179,120,"(195, 120)",200002_040
0.5712407964443421,120,"(945, 270)",200002_040
0.57243565510704,120,"(1020, 420)",200002_040
0.5774844142060712,120,"(120, 195)",200002_040
0.5800635376688783,120,"(795, 120)",200002_040
0.580072894410629,120,"(870, 195)",200002_040
0.5805930292738088,120,"(1020, 495)",200002_040
0.5812895278069529,120,"(945, 345)",200002_040
0.5824829844678311,120,"(1020, 570)",200002_040
0.5835088739350899,120,"(195, 195)",200002_040
0.5903248383471358,120,"(870, 270)",200002_040
0.591250433695062,120,"(945, 420)",200002_040
0.5924565127874595,120,"(720, 120)",200002_040
0.5952241435354443,120,"(795, 195)",200002_040
0.59964585736033,120,"(120, 270)",200002_040
0.6005084806298912,120,"(945, 495)",200002_040
0.6009765112146489,120,"(870, 345)",200002_040
0.6026045803671404,120,"(270, 120)",200002_040
0.60284463275835,120,"(120, 570)",200002_040
0.6032084234451873,120,"(645, 120)",200002_040
0.6042452208726727,120,"(945, 570)",200002_040
0.6043462861731194,120,"(195, 270)",200002_040
0.6088176667612248,120,"(720, 195)",200002_040
0.6091662748762305,120,"(795, 270)",200002_040
0.6119723246095077,120,"(570, 120)",200002_040
0.6126598320156912,120,"(870, 420)",200002_040
0.6148174329491318,120,"(270, 195)",200002_040
0.6183905761756356,120,"(495, 120)",200002_040
0.6203042528357042,120,"(870, 495)",200002_040
0.6207866475716255,120,"(645, 195)",200002_040
0.621541263720149,120,"(795, 345)",200002_040
0.6221460359000038,120,"(420, 120)",200002_040
0.6224953625827404,120,"(345, 120)",200002_040
0.6241108158774228,120,"(720, 270)",200002_040
0.6245070757659975,120,"(870, 570)",200002_040
0.6306951310938768,120,"(570, 195)",200002_040
0.6319463977009501,120,"(795, 420)",200002_040
0.6350537533176815,120,"(270, 270)",200002_040
0.6375107008095796,120,"(645, 270)",200002_040
0.6379488400651704,120,"(720, 345)",200002_040
0.6380586116949584,120,"(495, 195)",200002_040
0.6398280789627414,120,"(795, 495)",200002_040
0.642208131488813,120,"(345, 195)",200002_040
0.642416531782981,120,"(420, 195)",200002_040
0.6425724828906074,120,"(120, 345)",200002_040
0.6447127351934099,120,"(795, 570)",200002_040
0.6488405276351544,120,"(570, 270)",200002_040
0.649804840315368,120,"(720, 420)",200002_040
0.6514794889018254,120,"(195, 345)",200002_040
0.6529963255437542,120,"(645, 345)",200002_040
0.6539824282378605,120,"(120, 420)",200002_040
0.6551160555733295,120,"(120, 495)",200002_040
0.6574423887448027,120,"(495, 270)",200002_040
0.6590097932740031,120,"(720, 495)",200002_040
0.6610939046661143,120,"(345, 270)",200002_040
0.6611281130605638,120,"(270, 345)",200002_040
0.6626243998194561,120,"(420, 270)",200002_040
0.6648280913699298,120,"(720, 570)",200002_040
0.6660893034565946,120,"(570, 345)",200002_040
0.6666550487545302,120,"(645, 420)",200002_040
0.6682828328785166,120,"(195, 570)",200002_040
0.6731608940685108,120,"(195, 420)",200002_040
0.6763546376654138,120,"(495, 345)",200002_040
0.6776230592059193,120,"(645, 495)",200002_040
0.6798103758017734,120,"(345, 345)",200002_040
